"","ID","GALGAL","GOterm","fullgo"
"13805","GALGAL_R15471","GALGAL_R15471",2,"GO:0003677; DNA binding; function GO:0016021; integral component of membrane; component                NA"
"13806","GALGAL_R15472","GALGAL_R15472",3,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0007264; small GTPase mediated signal transduction; process GO:0035556; intracellular signal transduction; process               NA"
"13807","GALGAL_R15473","GALGAL_R15473",4,"GO:0004521; endoribonuclease activity; function GO:0005044; scavenger receptor activity; function GO:0006955; immune response; process GO:0030247; polysaccharide binding; function              NA"
"13808","GALGAL_R15474",NA,NA,"                 NA"
"13809","GALGAL_R15475","GALGAL_R15475",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13810","GALGAL_R15476","GALGAL_R15476",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13811","GALGAL_R15477","GALGAL_R15477",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13812","GALGAL_R15478","GALGAL_R15478",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13813","GALGAL_R15479","GALGAL_R15479",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13814","GALGAL_R15480","GALGAL_R15480",3,"GO:0005524; ATP binding; function GO:0046034; ATP metabolic process; process GO:1902600; proton transmembrane transport; process               NA"
"13815","GALGAL_R15481","GALGAL_R15481",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13816","GALGAL_R15482",NA,NA,"                 NA"
"13817","GALGAL_R15483","GALGAL_R15483",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13818","GALGAL_R15484","GALGAL_R15484",1,"GO:0046872; metal ion binding; function                 NA"
"13819","GALGAL_R15485","GALGAL_R15485",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"13820","GALGAL_R15486","GALGAL_R15486",2,"GO:0007165; signal transduction; process GO:0035556; intracellular signal transduction; process                NA"
"13821","GALGAL_R15487","GALGAL_R15487",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13822","GALGAL_R15488","GALGAL_R15488",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13823","GALGAL_R15489","GALGAL_R15489",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13824","GALGAL_R15490","GALGAL_R15490",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13825","GALGAL_R15491","GALGAL_R15491",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13826","GALGAL_R15492","GALGAL_R15492",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13827","GALGAL_R15493","GALGAL_R15493",3,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component GO:0045095; keratin filament; component               NA"
"13828","GALGAL_R15494","GALGAL_R15494",3,"GO:0015267; channel activity; function GO:0016020; membrane; component GO:0055085; transmembrane transport; process               NA"
"13829","GALGAL_R15495","GALGAL_R15495",2,"GO:0003896; DNA primase activity; function GO:0006269; DNA replication, synthesis of RNA primer; process                NA"
"13830","GALGAL_R15496",NA,NA,"                 NA"
"13831","GALGAL_R15497","GALGAL_R15497",1,"GO:0005854; nascent polypeptide-associated complex; component                 NA"
"13832","GALGAL_R15498",NA,NA,"                 NA"
"13833","GALGAL_R15518",NA,NA,"                 NA"
"13834","GALGAL_R15546",NA,NA,"                 NA"
"13835","GALGAL_R15547","GALGAL_R15547",2,"GO:0003676; nucleic acid binding; function GO:0005524; ATP binding; function                NA"
"13836","GALGAL_R15548",NA,NA,"                 NA"
"13837","GALGAL_R15551","GALGAL_R15551",4,"GO:0000164; protein phosphatase type 1 complex; component GO:0004722; protein serine/threonine phosphatase activity; function GO:0016787; hydrolase activity; function GO:0072357; PTW/PP1 phosphatase complex; component              NA"
"13838","GALGAL_R15555","GALGAL_R15555",3,"GO:0003676; nucleic acid binding; function GO:0008270; zinc ion binding; function GO:0016032; viral process; process               NA"
"13839","GALGAL_R15557","GALGAL_R15557",1,"GO:0003676; nucleic acid binding; function                 NA"
"13840","GALGAL_R15558",NA,NA,"                 NA"
"13841","GALGAL_R15559","GALGAL_R15559",5,"GO:0003676; nucleic acid binding; function GO:0003677; DNA binding; function GO:0007224; smoothened signaling pathway; process GO:0008284; positive regulation of cell proliferation; process GO:0045893; positive regulation of transcription, DNA-templated; process             NA"
"13842","GALGAL_R15560","GALGAL_R15560",4,"GO:0000287; magnesium ion binding; function GO:0016616; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; function GO:0051287; NAD binding; function GO:0055114; oxidation-reduction process; process              NA"
"13843","GALGAL_R15561","GALGAL_R15561",1,"GO:0005515; protein binding; function                 NA"
"13844","GALGAL_R15562","GALGAL_R15562",3,"GO:0005737; cytoplasm; component GO:0006886; intracellular protein transport; process GO:0007033; vacuole organization; process               NA"
"13845","GALGAL_R15564","GALGAL_R15564",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"13846","GALGAL_R15565","GALGAL_R15565",7,"GO:0000166; nucleotide binding; function GO:0004812; aminoacyl-tRNA ligase activity; function GO:0004828; serine-tRNA ligase activity; function GO:0005524; ATP binding; function GO:0005737; cytoplasm; component GO:0006418; tRNA aminoacylation for protein translation; process GO:0006434; seryl-tRNA aminoacylation; process           NA"
"13847","GALGAL_R15566","GALGAL_R15566",3,"GO:0006368; transcription elongation from RNA polymerase II promoter; process GO:0016570; histone modification; process GO:0016593; Cdc73/Paf1 complex; component               NA"
"13848","GALGAL_R15567",NA,NA,"                 NA"
"13849","GALGAL_R15569",NA,NA,"                 NA"
"13850","GALGAL_R15570","GALGAL_R15570",3,"GO:0005869; dynactin complex; component GO:0010970; transport along microtubule; process GO:0070840; dynein complex binding; function               NA"
"13851","GALGAL_R15571","GALGAL_R15571",3,"GO:0005869; dynactin complex; component GO:0010970; transport along microtubule; process GO:0070840; dynein complex binding; function               NA"
"13852","GALGAL_R15576","GALGAL_R15576",1,"GO:0016021; integral component of membrane; component                 NA"
"13853","GALGAL_R15583","GALGAL_R15583",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"13854","GALGAL_R15584","GALGAL_R15584",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"13855","GALGAL_R15585",NA,NA,"                 NA"
"13856","GALGAL_R15587","GALGAL_R15587",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"13857","GALGAL_R15588","GALGAL_R15588",2,"GO:0006886; intracellular protein transport; process GO:0035091; phosphatidylinositol binding; function                NA"
"13858","GALGAL_R15589",NA,NA,"                 NA"
"13859","GALGAL_R15592",NA,NA,"                 NA"
"13860","GALGAL_R15596","GALGAL_R15596",5,"GO:0003676; nucleic acid binding; function GO:0003677; DNA binding; function GO:0003723; RNA binding; function GO:0006357; regulation of transcription by RNA polymerase II; process GO:0006396; RNA processing; process             NA"
"13861","GALGAL_R15597",NA,NA,"                 NA"
"13862","GALGAL_R15599",NA,NA,"                 NA"
"13863","GALGAL_R15600",NA,NA,"                 NA"
"13864","GALGAL_R15601","GALGAL_R15601",2,"GO:0005044; scavenger receptor activity; function GO:0016020; membrane; component                NA"
"13865","GALGAL_R15602","GALGAL_R15602",2,"GO:0005044; scavenger receptor activity; function GO:0016020; membrane; component                NA"
"13866","GALGAL_R15603","GALGAL_R15603",3,"GO:0003677; DNA binding; function GO:0003682; chromatin binding; function GO:0008270; zinc ion binding; function               NA"
"13867","GALGAL_R15604","GALGAL_R15604",1,"GO:0008168; methyltransferase activity; function                 NA"
"13868","GALGAL_R15606",NA,NA,"                 NA"
"13869","GALGAL_R15607","GALGAL_R15607",1,"GO:0016491; oxidoreductase activity; function                 NA"
"13870","GALGAL_R15608",NA,NA,"                 NA"
"13871","GALGAL_R15609",NA,NA,"                 NA"
"13872","GALGAL_R15610",NA,NA,"                 NA"
"13873","GALGAL_R15612",NA,NA,"                 NA"
"13874","GALGAL_R15615",NA,NA,"                 NA"
"13875","GALGAL_R15616","GALGAL_R15616",1,"GO:0003824; catalytic activity; function                 NA"
"13876","GALGAL_R15619",NA,NA,"                 NA"
"13877","GALGAL_R15626","GALGAL_R15626",7,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0005089; Rho guanyl-nucleotide exchange factor activity; function GO:0005737; cytoplasm; component GO:0007186; G-protein coupled receptor signaling pathway; process GO:0007266; Rho protein signal transduction; process GO:0035023; regulation of Rho protein signal transduction; process GO:0035556; intracellular signal transduction; process           NA"
"13878","GALGAL_R15629","GALGAL_R15629",5,"GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0008270; zinc ion binding; function GO:0043565; sequence-specific DNA binding; function             NA"
"13879","GALGAL_R15632",NA,NA,"                 NA"
"13880","GALGAL_R15640","GALGAL_R15640",3,"GO:0003677; DNA binding; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function               NA"
"13881","GALGAL_R15641",NA,NA,"                 NA"
"13882","GALGAL_R15643",NA,NA,"                 NA"
"13883","GALGAL_R15645",NA,NA,"                 NA"
"13884","GALGAL_R15646","GALGAL_R15646",3,"GO:0005515; protein binding; function GO:0005730; nucleolus; component GO:0042273; ribosomal large subunit biogenesis; process               NA"
"13885","GALGAL_R15648",NA,NA,"                 NA"
"13886","GALGAL_R15649","GALGAL_R15649",4,"GO:0016651; oxidoreductase activity, acting on NAD(P)H; function GO:0048038; quinone binding; function GO:0051287; NAD binding; function GO:0055114; oxidation-reduction process; process              NA"
"13887","GALGAL_R15650","GALGAL_R15650",2,"GO:0005515; protein binding; function GO:0030156; benzodiazepine receptor binding; function                NA"
"13888","GALGAL_R15651",NA,NA,"                 NA"
"13889","GALGAL_R15653","GALGAL_R15653",2,"GO:0005975; carbohydrate metabolic process; process GO:0016757; transferase activity, transferring glycosyl groups; function                NA"
"13890","GALGAL_R15654",NA,NA,"                 NA"
"13891","GALGAL_R15657",NA,NA,"                 NA"
"13892","GALGAL_R15658",NA,NA,"                 NA"
"13893","GALGAL_R15659","GALGAL_R15659",4,"GO:0005509; calcium ion binding; function GO:0005783; endoplasmic reticulum; component GO:0006457; protein folding; process GO:0051082; unfolded protein binding; function              NA"
"13894","GALGAL_R15661","GALGAL_R15661",3,"GO:0005887; integral component of plasma membrane; component GO:0016020; membrane; component GO:0043209; myelin sheath; component               NA"
"13895","GALGAL_R15663","GALGAL_R15663",1,"GO:0017075; syntaxin-1 binding; function                 NA"
"13896","GALGAL_R15665","GALGAL_R15665",1,"GO:0005515; protein binding; function                 NA"
"13897","GALGAL_R15672","GALGAL_R15672",1,"GO:0008299; isoprenoid biosynthetic process; process                 NA"
"13898","GALGAL_R15673","GALGAL_R15673",7,"GO:0003676; nucleic acid binding; function GO:0003824; catalytic activity; function GO:0005044; scavenger receptor activity; function GO:0006955; immune response; process GO:0016787; hydrolase activity; function GO:0030247; polysaccharide binding; function GO:0046872; metal ion binding; function           NA"
"13899","GALGAL_R15674","GALGAL_R15674",4,"GO:0006306; DNA methylation; process GO:0008168; methyltransferase activity; function GO:0009008; DNA-methyltransferase activity; function GO:0010468; regulation of gene expression; process              NA"
"13900","GALGAL_R15675","GALGAL_R15675",1,"GO:0030246; carbohydrate binding; function                 NA"
"13901","GALGAL_R15676","GALGAL_R15676",3,"GO:0006511; ubiquitin-dependent protein catabolic process; process GO:0016579; protein deubiquitination; process GO:0036459; thiol-dependent ubiquitinyl hydrolase activity; function               NA"
"13902","GALGAL_R15677","GALGAL_R15677",1,"GO:0003676; nucleic acid binding; function                 NA"
"13903","GALGAL_R15678","GALGAL_R15678",3,"GO:0004842; ubiquitin-protein transferase activity; function GO:0006281; DNA repair; process GO:0043240; Fanconi anaemia nuclear complex; component               NA"
"13904","GALGAL_R15679","GALGAL_R15679",5,"GO:0003676; nucleic acid binding; function GO:0003723; RNA binding; function GO:0004654; polyribonucleotide nucleotidyltransferase activity; function GO:0006396; RNA processing; process GO:0006402; mRNA catabolic process; process             NA"
"13905","GALGAL_R15680","GALGAL_R15680",1,"GO:0005515; protein binding; function                 NA"
"13906","GALGAL_R15681","GALGAL_R15681",4,"GO:0004930; G-protein coupled receptor activity; function GO:0004994; somatostatin receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component              NA"
"13907","GALGAL_R15682",NA,NA,"                 NA"
"13908","GALGAL_R15683",NA,NA,"                 NA"
"13909","GALGAL_R15684","GALGAL_R15684",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"13910","GALGAL_R15685","GALGAL_R15685",1,"GO:0047372; acylglycerol lipase activity; function                 NA"
"13911","GALGAL_R15686","GALGAL_R15686",4,"GO:0003723; RNA binding; function GO:0003735; structural constituent of ribosome; function GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"13912","GALGAL_R15687","GALGAL_R15687",1,"GO:0005524; ATP binding; function                 NA"
"13913","GALGAL_R15688","GALGAL_R15688",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"13914","GALGAL_R15689","GALGAL_R15689",2,"GO:0003824; catalytic activity; function GO:0008152; metabolic process; process                NA"
"13915","GALGAL_R15690","GALGAL_R15690",2,"GO:0009058; biosynthetic process; process GO:0016844; strictosidine synthase activity; function                NA"
"13916","GALGAL_R15691","GALGAL_R15691",5,"GO:0003777; microtubule motor activity; function GO:0005524; ATP binding; function GO:0007018; microtubule-based movement; process GO:0008017; microtubule binding; function GO:0035091; phosphatidylinositol binding; function             NA"
"13917","GALGAL_R15692","GALGAL_R15692",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"13918","GALGAL_R15693",NA,NA,"                 NA"
"13919","GALGAL_R15694","GALGAL_R15694",4,"GO:0005267; potassium channel activity; function GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0071805; potassium ion transmembrane transport; process              NA"
"13920","GALGAL_R15695","GALGAL_R15695",1,"GO:0005515; protein binding; function                 NA"
"13921","GALGAL_R15696",NA,NA,"                 NA"
"13922","GALGAL_R15697",NA,NA,"                 NA"
"13923","GALGAL_R15698","GALGAL_R15698",1,"GO:0005515; protein binding; function                 NA"
"13924","GALGAL_R15699","GALGAL_R15699",4,"GO:0008152; metabolic process; process GO:0009058; biosynthetic process; process GO:0016740; transferase activity; function GO:0030170; pyridoxal phosphate binding; function              NA"
"13925","GALGAL_R15700","GALGAL_R15700",1,"GO:0006355; regulation of transcription, DNA-templated; process                 NA"
"13926","GALGAL_R15701",NA,NA,"                 NA"
"13927","GALGAL_R15702",NA,NA,"                 NA"
"13928","GALGAL_R15703","GALGAL_R15703",1,"GO:0003723; RNA binding; function                 NA"
"13929","GALGAL_R15704","GALGAL_R15704",5,"GO:0006629; lipid metabolic process; process GO:0008081; phosphoric diester hydrolase activity; function GO:0046475; glycerophospholipid catabolic process; process GO:0047389; glycerophosphocholine phosphodiesterase activity; function GO:2001070; starch binding; function             NA"
"13930","GALGAL_R15705","GALGAL_R15705",1,"GO:0016192; vesicle-mediated transport; process                 NA"
"13931","GALGAL_R15707","GALGAL_R15707",7,"GO:0000166; nucleotide binding; function GO:0004812; aminoacyl-tRNA ligase activity; function GO:0004822; isoleucine-tRNA ligase activity; function GO:0005524; ATP binding; function GO:0005737; cytoplasm; component GO:0006418; tRNA aminoacylation for protein translation; process GO:0006428; isoleucyl-tRNA aminoacylation; process           NA"
"13932","GALGAL_R15708","GALGAL_R15708",1,"GO:0006364; rRNA processing; process                 NA"
"13933","GALGAL_R15709","GALGAL_R15709",7,"GO:0004930; G-protein coupled receptor activity; function GO:0005887; integral component of plasma membrane; component GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component GO:0016907; G-protein coupled acetylcholine receptor activity; function GO:0045987; positive regulation of smooth muscle contraction; process GO:0046541; saliva secretion; process           NA"
"13934","GALGAL_R15710","GALGAL_R15710",2,"GO:0005515; protein binding; function GO:0051260; protein homooligomerization; process                NA"
"13935","GALGAL_R15711","GALGAL_R15711",3,"GO:0008134; transcription factor binding; function GO:0042803; protein homodimerization activity; function GO:0070840; dynein complex binding; function               NA"
"13936","GALGAL_R15712","GALGAL_R15712",2,"GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process                NA"
"13937","GALGAL_R15713",NA,NA,"                 NA"
"13938","GALGAL_R15714",NA,NA,"                 NA"
"13939","GALGAL_R15715",NA,NA,"                 NA"
"13940","GALGAL_R15716","GALGAL_R15716",3,"GO:0005524; ATP binding; function GO:0016020; membrane; component GO:0016887; ATPase activity; function               NA"
"13941","GALGAL_R15717",NA,NA,"                 NA"
"13942","GALGAL_R15718","GALGAL_R15718",2,"GO:0003676; nucleic acid binding; function GO:0006139; nucleobase-containing compound metabolic process; process                NA"
"13943","GALGAL_R15719",NA,NA,"                 NA"
"13944","GALGAL_R15720","GALGAL_R15720",4,"GO:0003677; DNA binding; function GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process GO:0006357; regulation of transcription by RNA polymerase II; process              NA"
"13945","GALGAL_R15721","GALGAL_R15721",2,"GO:0070531; BRCA1-A complex; component GO:0070552; BRISC complex; component                NA"
"13946","GALGAL_R15722","GALGAL_R15722",1,"GO:0008270; zinc ion binding; function                 NA"
"13947","GALGAL_R15723",NA,NA,"                 NA"
"13948","GALGAL_R15724","GALGAL_R15724",4,"GO:0005524; ATP binding; function GO:0006457; protein folding; process GO:0006950; response to stress; process GO:0051082; unfolded protein binding; function              NA"
"13949","GALGAL_R15725","GALGAL_R15725",5,"GO:0005337; nucleoside transmembrane transporter activity; function GO:0005887; integral component of plasma membrane; component GO:0015858; nucleoside transport; process GO:0016021; integral component of membrane; component GO:1901642; nucleoside transmembrane transport; process             NA"
"13950","GALGAL_R15726","GALGAL_R15726",1,"GO:0016020; membrane; component                 NA"
"13951","GALGAL_R15727","GALGAL_R15727",4,"GO:0003677; DNA binding; function GO:0003899; DNA-directed 5'-3' RNA polymerase activity; function GO:0006351; transcription, DNA-templated; process GO:0046983; protein dimerization activity; function              NA"
"13952","GALGAL_R15728","GALGAL_R15728",1,"GO:0005509; calcium ion binding; function                 NA"
"13953","GALGAL_R15729","GALGAL_R15729",1,"GO:0005515; protein binding; function                 NA"
"13954","GALGAL_R15730","GALGAL_R15730",1,"GO:0016020; membrane; component                 NA"
"13955","GALGAL_R15731",NA,NA,"                 NA"
"13956","GALGAL_R15732","GALGAL_R15732",1,"GO:0008146; sulfotransferase activity; function                 NA"
"13957","GALGAL_R15733","GALGAL_R15733",4,"GO:0006812; cation transport; process GO:0008324; cation transmembrane transporter activity; function GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process              NA"
"13958","GALGAL_R15734","GALGAL_R15734",1,"GO:0005524; ATP binding; function                 NA"
"13959","GALGAL_R15735","GALGAL_R15735",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"13960","GALGAL_R15736","GALGAL_R15736",4,"GO:0003777; microtubule motor activity; function GO:0005524; ATP binding; function GO:0007018; microtubule-based movement; process GO:0008017; microtubule binding; function              NA"
"13961","GALGAL_R15737","GALGAL_R15737",2,"GO:0005813; centrosome; component GO:0007098; centrosome cycle; process                NA"
"13962","GALGAL_R15738",NA,NA,"                 NA"
"13963","GALGAL_R15739",NA,NA,"                 NA"
"13964","GALGAL_R15740","GALGAL_R15740",2,"GO:0016020; membrane; component GO:0016021; integral component of membrane; component                NA"
"13965","GALGAL_R15741",NA,NA,"                 NA"
"13966","GALGAL_R15742","GALGAL_R15742",4,"GO:0004672; protein kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process              NA"
"13967","GALGAL_R15743","GALGAL_R15743",1,"GO:0005856; cytoskeleton; component                 NA"
"13968","GALGAL_R15744",NA,NA,"                 NA"
"13969","GALGAL_R15745","GALGAL_R15745",5,"GO:0005524; ATP binding; function GO:0016021; integral component of membrane; component GO:0016887; ATPase activity; function GO:0042626; ATPase activity, coupled to transmembrane movement of substances; function GO:0055085; transmembrane transport; process             NA"
"13970","GALGAL_R15746","GALGAL_R15746",1,"GO:0005515; protein binding; function                 NA"
"13971","GALGAL_R15747",NA,NA,"                 NA"
"13972","GALGAL_R15748","GALGAL_R15748",3,"GO:0005509; calcium ion binding; function GO:0005515; protein binding; function GO:0007165; signal transduction; process               NA"
"13973","GALGAL_R15749",NA,NA,"                 NA"
"13974","GALGAL_R15750","GALGAL_R15750",2,"GO:0003676; nucleic acid binding; function GO:0003723; RNA binding; function                NA"
"13975","GALGAL_R15751","GALGAL_R15751",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"13976","GALGAL_R15752","GALGAL_R15752",4,"GO:0005215; transporter activity; function GO:0016021; integral component of membrane; component GO:0022857; transmembrane transporter activity; function GO:0055085; transmembrane transport; process              NA"
"13977","GALGAL_R15753","GALGAL_R15753",3,"GO:0007041; lysosomal transport; process GO:0038023; signaling receptor activity; function GO:0051219; phosphoprotein binding; function               NA"
"13978","GALGAL_R15754",NA,NA,"                 NA"
"13979","GALGAL_R15755","GALGAL_R15755",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"13980","GALGAL_R15756","GALGAL_R15756",1,"GO:0005515; protein binding; function                 NA"
"13981","GALGAL_R15757","GALGAL_R15757",2,"GO:0005515; protein binding; function GO:0031080; nuclear pore outer ring; component                NA"
"13982","GALGAL_R15758",NA,NA,"                 NA"
"13983","GALGAL_R15759","GALGAL_R15759",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"13984","GALGAL_R15760","GALGAL_R15760",6,"GO:0005515; protein binding; function GO:0005635; nuclear envelope; component GO:0016021; integral component of membrane; component GO:0034993; meiotic nuclear membrane microtubule tethering complex; component GO:0051015; actin filament binding; function GO:0090286; cytoskeletal anchoring at nuclear membrane; process            NA"
"13985","GALGAL_R15761","GALGAL_R15761",1,"GO:0005515; protein binding; function                 NA"
"13986","GALGAL_R15762","GALGAL_R15762",2,"GO:0003747; translation release factor activity; function GO:0006415; translational termination; process                NA"
"13987","GALGAL_R15763",NA,NA,"                 NA"
"13988","GALGAL_R15764","GALGAL_R15764",3,"GO:0000154; rRNA modification; process GO:0000179; rRNA (adenine-N6,N6-)-dimethyltransferase activity; function GO:0008649; rRNA methyltransferase activity; function               NA"
"13989","GALGAL_R15765","GALGAL_R15765",2,"GO:0004842; ubiquitin-protein transferase activity; function GO:0016567; protein ubiquitination; process                NA"
"13990","GALGAL_R15766","GALGAL_R15766",2,"GO:0005856; cytoskeleton; component GO:0008092; cytoskeletal protein binding; function                NA"
"13991","GALGAL_R15767",NA,NA,"                 NA"
"13992","GALGAL_R15768",NA,NA,"                 NA"
"13993","GALGAL_R15769",NA,NA,"                 NA"
"13994","GALGAL_R15770",NA,NA,"                 NA"
"13995","GALGAL_R15771","GALGAL_R15771",3,"GO:0004114; 3',5'-cyclic-nucleotide phosphodiesterase activity; function GO:0007165; signal transduction; process GO:0008081; phosphoric diester hydrolase activity; function               NA"
"13996","GALGAL_R15772","GALGAL_R15772",2,"GO:0004725; protein tyrosine phosphatase activity; function GO:0007605; sensory perception of sound; process                NA"
"13997","GALGAL_R15773","GALGAL_R15773",5,"GO:0005102; signaling receptor binding; function GO:0007155; cell adhesion; process GO:0030155; regulation of cell adhesion; process GO:0030334; regulation of cell migration; process GO:0045995; regulation of embryonic development; process             NA"
"13998","GALGAL_R15774",NA,NA,"                 NA"
"13999","GALGAL_R15775","GALGAL_R15775",1,"GO:0016787; hydrolase activity; function                 NA"
"14000","GALGAL_R15776",NA,NA,"                 NA"
"14001","GALGAL_R15777","GALGAL_R15777",4,"GO:0001525; angiogenesis; process GO:0016765; transferase activity, transferring alkyl or aryl (other than methyl) groups; function GO:0019408; dolichol biosynthetic process; process GO:1904423; dehydrodolichyl diphosphate synthase complex; component              NA"
"14002","GALGAL_R15778",NA,NA,"                 NA"
"14003","GALGAL_R15779","GALGAL_R15779",2,"GO:0003677; DNA binding; function GO:0006355; regulation of transcription, DNA-templated; process                NA"
"14004","GALGAL_R15780",NA,NA,"                 NA"
"14005","GALGAL_R15781",NA,NA,"                 NA"
"14006","GALGAL_R15782",NA,NA,"                 NA"
"14007","GALGAL_R15783",NA,NA,"                 NA"
"14008","GALGAL_R15784","GALGAL_R15784",2,"GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process                NA"
"14009","GALGAL_R15785",NA,NA,"                 NA"
"14010","GALGAL_R15786","GALGAL_R15786",3,"GO:0008017; microtubule binding; function GO:0042802; identical protein binding; function GO:0043015; gamma-tubulin binding; function               NA"
"14011","GALGAL_R15787","GALGAL_R15787",1,"GO:0005515; protein binding; function                 NA"
"14012","GALGAL_R15788","GALGAL_R15788",1,"GO:0005524; ATP binding; function                 NA"
"14013","GALGAL_R15789",NA,NA,"                 NA"
"14014","GALGAL_R15790","GALGAL_R15790",2,"GO:0003676; nucleic acid binding; function GO:0005515; protein binding; function                NA"
"14015","GALGAL_R15791","GALGAL_R15791",2,"GO:0005922; connexin complex; component GO:0007154; cell communication; process                NA"
"14016","GALGAL_R15792",NA,NA,"                 NA"
"14017","GALGAL_R15793",NA,NA,"                 NA"
"14018","GALGAL_R15794","GALGAL_R15794",3,"GO:0003677; DNA binding; function GO:0005664; nuclear origin of replication recognition complex; component GO:0006260; DNA replication; process               NA"
"14019","GALGAL_R15795","GALGAL_R15795",4,"GO:0000139; Golgi membrane; component GO:0015165; pyrimidine nucleotide-sugar transmembrane transporter activity; function GO:0016021; integral component of membrane; component GO:0090481; pyrimidine nucleotide-sugar transmembrane transport; process              NA"
"14020","GALGAL_R15796",NA,NA,"                 NA"
"14021","GALGAL_R15797","GALGAL_R15797",5,"GO:0000166; nucleotide binding; function GO:0009166; nucleotide catabolic process; process GO:0016787; hydrolase activity; function GO:0016788; hydrolase activity, acting on ester bonds; function GO:0046872; metal ion binding; function             NA"
"14022","GALGAL_R15798",NA,NA,"                 NA"
"14023","GALGAL_R15799",NA,NA,"                 NA"
"14024","GALGAL_R15800",NA,NA,"                 NA"
"14025","GALGAL_R15801","GALGAL_R15801",6,"GO:0004672; protein kinase activity; function GO:0004712; protein serine/threonine/tyrosine kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process GO:0007093; mitotic cell cycle checkpoint; process GO:0051304; chromosome separation; process            NA"
"14026","GALGAL_R15802","GALGAL_R15802",2,"GO:0006955; immune response; process GO:0007249; I-kappaB kinase/NF-kappaB signaling; process                NA"
"14027","GALGAL_R15803","GALGAL_R15803",3,"GO:0004866; endopeptidase inhibitor activity; function GO:0005576; extracellular region; component GO:0005615; extracellular space; component               NA"
"14028","GALGAL_R15804","GALGAL_R15804",3,"GO:0003676; nucleic acid binding; function GO:0003723; RNA binding; function GO:0005524; ATP binding; function               NA"
